,width,size,polarization,pol_std_dev,pol_95%_ci_lower,pol_95%_ci_upper,quops_rate,quops_rate_std_dev,raw_quops_rate,raw_quops_rate_std_dev
0,4,6856,0.6065805272675355,0,0.6065805272675355,1.0,,,,
1,5,6850,0.6067965592901196,0,0.6067965592901196,1.0,,,,
2,6,6852,0.6067245429348305,0,0.6067245429348305,1.0,,,,
3,7,6846,0.6069406090434257,0,0.6069406090434257,1.0,,,,
4,8,6848,0.6068685813263041,0,0.6068685813263041,1.0,,,,
5,9,6840,0.6071567262781296,0,0.6071567262781296,1.0,,,,
6,10,6840,0.6071567262781296,0,0.6071567262781296,1.0,,,,
7,11,6842,0.6070846815194141,0,0.6070846815194141,1.0,,,,
8,12,6840,0.6071567262781296,0,0.6071567262781296,1.0,,,,
9,13,6838,0.607228776716814,0,0.607228776716814,1.0,,,,
10,14,6832,0.6074449621138496,0,0.6074449621138496,1.0,,,,
11,15,6840,0.6071567262781296,0,0.6071567262781296,1.0,,,,
12,16,6848,0.6068685813263041,0,0.6068685813263041,1.0,,,,
13,17,6834,0.6073728946350035,0,0.6073728946350035,1.0,,,,
14,18,6840,0.6071567262781296,0,0.6071567262781296,1.0,,,,
15,19,6840,0.6071567262781296,0,0.6071567262781296,1.0,,,,
16,20,6840,0.6071567262781296,0,0.6071567262781296,1.0,,,,
17,21,6846,0.6069406090434257,0,0.6069406090434257,1.0,,,,
18,22,6820,0.607877486255637,0,0.607877486255637,1.0,,,,
19,23,6854,0.6066525322604143,0,0.6066525322604143,1.0,,,,
20,24,6816,0.608021706402005,0,0.608021706402005,1.0,,,,
21,25,6850,0.6067965592901196,0,0.6067965592901196,1.0,,,,
22,26,6812,0.6081659492622721,0,0.6081659492622721,1.0,,,,
23,27,6804,0.6084545031209787,0,0.6084545031209787,1.0,,,,
24,28,6832,0.6074449621138496,0,0.6074449621138496,1.0,,,,
25,29,6844,0.6070126424412131,0,0.6070126424412131,1.0,,,,
26,30,6840,0.6071567262781296,0,0.6071567262781296,1.0,,,,
27,31,6820,0.607877486255637,0,0.607877486255637,1.0,,,,
28,32,6848,0.6068685813263041,0,0.6068685813263041,1.0,,,,
29,33,6798,0.6086709781313991,0,0.6086709781313991,1.0,,,,
30,34,6800,0.608598814117299,0,0.608598814117299,1.0,,,,
31,35,6790,0.6089596909587313,0,0.6089596909587313,1.0,,,,
32,36,6840,0.6071567262781296,0,0.6071567262781296,1.0,,,,
33,37,6808,0.6083102148358912,0,0.6083102148358912,1.0,,,,
34,38,6840,0.6071567262781296,0,0.6071567262781296,1.0,,,,
35,39,6786,0.6091040814329362,0,0.6091040814329362,1.0,,,,
36,40,6800,0.608598814117299,0,0.608598814117299,1.0,,,,
37,41,6806,0.6083823561393993,0,0.6083823561393993,1.0,,,,
38,42,6804,0.6084545031209787,0,0.6084545031209787,1.0,,,,
39,43,6794,0.6088153231911894,0,0.6088153231911894,1.0,,,,
40,44,6776,0.6094651569513886,0,0.6094651569513886,1.0,,,,
41,45,6840,0.6071567262781296,0,0.6071567262781296,1.0,,,,
42,46,6808,0.6083102148358912,0,0.6083102148358912,1.0,,,,
43,47,6768,0.6097541195274898,0,0.6097541195274898,1.0,,,,
44,48,6816,0.608021706402005,0,0.608021706402005,1.0,,,,
45,49,6762,0.60997090104702,0,0.60997090104702,1.0,,,,
46,50,6800,0.608598814117299,0,0.608598814117299,1.0,,,,
47,51,6834,0.6073728946350035,0,0.6073728946350035,1.0,,,,
48,52,6760,0.6100431729025698,0,0.6100431729025698,1.0,,,,
49,53,6784,0.6091762851847442,0,0.6091762851847442,1.0,,,,
50,54,6804,0.6084545031209787,0,0.6084545031209787,1.0,,,,
51,55,6820,0.607877486255637,0,0.607877486255637,1.0,,,,
52,56,6832,0.6074449621138496,0,0.6074449621138496,1.0,,,,
53,57,6840,0.6071567262781296,0,0.6071567262781296,1.0,,,,
54,58,6844,0.6070126424412131,0,0.6070126424412131,1.0,,,,
55,59,6844,0.6070126424412131,0,0.6070126424412131,1.0,,,,
56,60,6840,0.6071567262781296,0,0.6071567262781296,1.0,,,,
57,61,6832,0.6074449621138496,0,0.6074449621138496,1.0,,,,
58,62,6820,0.607877486255637,0,0.607877486255637,1.0,,,,
59,63,6804,0.6084545031209787,0,0.6084545031209787,1.0,,,,
60,64,6784,0.6091762851847442,0,0.6091762851847442,1.0,,,,
61,65,6760,0.6100431729025698,0,0.6100431729025698,1.0,,,,
62,66,6732,0.611055574614723,0,0.611055574614723,1.0,,,,
63,67,6834,0.6073728946350035,0,0.6073728946350035,1.0,,,,
64,68,6800,0.608598814117299,0,0.608598814117299,1.0,,,,
65,69,6762,0.60997090104702,0,0.60997090104702,1.0,,,,
66,70,6720,0.6114898014140595,0,0.6114898014140595,1.0,,,,
67,71,6816,0.608021706402005,0,0.608021706402005,1.0,,,,
68,72,6768,0.6097541195274898,0,0.6097541195274898,1.0,,,,
69,73,6716,0.6116345890512299,0,0.6116345890512299,1.0,,,,
70,74,6808,0.6083102148358912,0,0.6083102148358912,1.0,,,,
71,75,6750,0.6104046172928292,0,0.6104046172928292,1.0,,,,
72,76,6840,0.6071567262781296,0,0.6071567262781296,1.0,,,,
73,77,6776,0.6094651569513886,0,0.6094651569513886,1.0,,,,
74,78,6708,0.6119242323732165,0,0.6119242323732165,1.0,,,,
75,79,6794,0.6088153231911894,0,0.6088153231911894,1.0,,,,
76,80,6720,0.6114898014140595,0,0.6114898014140595,1.0,,,,
77,81,6804,0.6083058960616652,0,0.6083058960616652,1.0,,,,
78,82,6724,0.6100354729750121,0,0.6100354729750121,1.0,,,,
79,83,6640,0.6119405154746103,0,0.6119405154746103,1.0,,,,
80,84,6720,0.6078558803680443,0,0.6078558803680443,1.0,,,,
81,85,6630,0.6100035583446635,0,0.6100035583446635,1.0,,,,
82,86,6536,0.6123342865724121,0,0.6123342865724121,1.0,,,,
83,87,6612,0.6083669216653914,0,0.6083669216653914,1.0,,,,
84,88,6512,0.610950191823683,0,0.610950191823683,1.0,,,,
85,89,6586,0.6070374003545682,0,0.6070374003545682,1.0,,,,
86,90,6480,0.6098790430889424,0,0.6098790430889424,1.0,,,,
87,91,6370,0.6129170741384249,0,0.6129170741384249,1.0,,,,
88,92,6440,0.6091282470896819,0,0.6091282470896819,1.0,,,,
89,93,6324,0.6124360938555987,0,0.6124360938555987,1.0,,,,
90,94,6392,0.6087055669812655,0,0.6087055669812655,1.0,,,,
91,95,6270,0.6122899817518052,0,0.6122899817518052,1.0,,,,
92,96,6336,0.6086191530954008,0,0.6086191530954008,1.0,,,,
93,97,6208,0.6124872552270038,0,0.6124872552270038,1.0,,,,
94,98,6272,0.6088775745729825,0,0.6088775745729825,1.0,,,,
95,99,6138,0.613036873904609,0,0.613036873904609,1.0,,,,
96,100,6200,0.6094898518985582,0,0.6094898518985582,1.0,,,,
97,101,6060,0.6139482726494134,0,0.6139482726494134,1.0,,,,
98,102,6120,0.6104654903049628,0,0.6104654903049628,1.0,,,,
99,103,6180,0.6069724102021761,0,0.6069724102021761,1.0,,,,
100,104,6032,0.6118145140106962,0,0.6118145140106962,1.0,,,,
101,105,6090,0.6083874246718765,0,0.6083874246718765,1.0,,,,
102,106,5936,0.6135475011936194,0,0.6135475011936194,1.0,,,,
103,107,5992,0.6101881431472328,0,0.6101881431472328,1.0,,,,
104,108,6048,0.6068188525911812,0,0.6068188525911812,1.0,,,,
105,109,5886,0.6123858368650293,0,0.6123858368650293,1.0,,,,
106,110,5940,0.6090861790907741,0,0.6090861790907741,1.0,,,,
107,111,5772,0.6149924140989865,0,0.6149924140989865,1.0,,,,
108,112,5824,0.611764340816888,0,0.611764340816888,1.0,,,,
109,113,5876,0.6085266180109555,0,0.6085266180109555,1.0,,,,
110,114,5700,0.6148660490473102,0,0.6148660490473102,1.0,,,,
111,115,5750,0.6117020254815853,0,0.6117020254815853,1.0,,,,
112,116,5800,0.6085285513762289,0,0.6085285513762289,1.0,,,,
113,117,5616,0.6153166340231953,0,0.6153166340231953,1.0,,,,
114,118,5664,0.612219099419276,0,0.612219099419276,1.0,,,,
115,119,5712,0.6091122893104672,0,0.6091122893104672,1.0,,,,
116,120,5520,0.6163655782200931,0,0.6163655782200931,1.0,,,,
117,121,5566,0.613337094531751,0,0.613337094531751,1.0,,,,
118,122,5612,0.6102994891825184,0,0.6102994891825184,1.0,,,,
119,123,5658,0.6072529079518016,0,0.6072529079518016,1.0,,,,
120,124,5456,0.6150789982164703,0,0.6150789982164703,1.0,,,,
121,125,5500,0.6121132892921015,0,0.6121132892921015,1.0,,,,
122,126,5544,0.6091387300816133,0,0.6091387300816133,1.0,,,,
123,127,5334,0.6174693900488806,0,0.6174693900488806,1.0,,,,
124,128,5376,0.6145784472465625,0,0.6145784472465625,1.0,,,,
125,129,5418,0.6116787647187293,0,0.6116787647187293,1.0,,,,
126,130,5460,0.6087704690705337,0,0.6087704690705337,1.0,,,,
127,131,5240,0.6177214822335524,0,0.6177214822335524,1.0,,,,
128,132,5280,0.6148997414362842,0,0.6148997414362842,1.0,,,,
129,133,5320,0.612069476595818,0,0.612069476595818,1.0,,,,
130,134,5360,0.6092308051799394,0,0.6092308051799394,1.0,,,,
131,135,5130,0.6188303275100507,0,0.6188303275100507,1.0,,,,
132,136,5168,0.6160813922699524,0,0.6160813922699524,1.0,,,,
133,137,5206,0.6133241218672303,0,0.6133241218672303,1.0,,,,
134,138,5244,0.6105586246851292,0,0.6105586246851292,1.0,,,,
135,139,5282,0.60778500974588,0,0.60778500974588,1.0,,,,
136,140,5040,0.6181649524297262,0,0.6181649524297262,1.0,,,,
137,141,5076,0.6154844882467619,0,0.6154844882467619,1.0,,,,
138,142,5112,0.6127959545407978,0,0.6127959545407978,1.0,,,,
139,143,5148,0.6100994512812007,0,0.6100994512812007,1.0,,,,
140,144,5184,0.6073950790415932,0,0.6073950790415932,1.0,,,,
141,145,4930,0.6185958205351444,0,0.6185958205351444,1.0,,,,
142,146,4964,0.6159883330020253,0,0.6159883330020253,1.0,,,,
143,147,4998,0.6133730062502314,0,0.6133730062502314,1.0,,,,
144,148,5032,0.6107499318396811,0,0.6107499318396811,1.0,,,,
145,149,5066,0.6081192019036378,0,0.6081192019036378,1.0,,,,
146,150,4800,0.620185194712531,0,0.620185194712531,1.0,,,,
147,151,4832,0.6176554668691274,0,0.6176554668691274,1.0,,,,
148,152,4864,0.6151180999790719,0,0.6151180999790719,1.0,,,,
149,153,4896,0.6125731772091045,0,0.6125731772091045,1.0,,,,
150,154,4928,0.6100207822673482,0,0.6100207822673482,1.0,,,,
151,155,4960,0.6074609993999506,0,0.6074609993999506,1.0,,,,
